Age,Job,Marital,Education,Default,Housing,Loan,Contact,Day_Of_Week,Month,Output
38,Admin ,Married,University Degree,No,Yes,No,Cellular,Wed,Oct,Yes
38,Admin ,Married,University Degree,No,Yes,No,Cellular,Wed,Oct,Yes
70,Retired,Married,High School,No,Yes,No,Cellular,Wed,Oct,No
33,Admin ,Single,University Degree,No,No,Yes,Cellular,Wed,Oct,No
88,Retired,Divorced,Basic 4Y,No,Yes,No,Cellular,Wed,Oct,No
36,Admin ,Married,University Degree,No,Yes,No,Cellular,Wed,Oct,Yes
62,Retired,Divorced,University Degree,No,Yes,No,Telephone,Wed,Oct,No
44,Admin ,Married,University Degree,No,No,No,Cellular,Wed,Oct,No
32,Admin ,Married,University Degree,No,Yes,No,Cellular,Wed,Oct,Yes
88,Retired,Divorced,Basic 4Y,No,No,No,Cellular,Wed,Oct,Yes
44,Admin ,Married,University Degree,No,Yes,No,Telephone,Wed,Oct,Yes
36,Admin ,Married,University Degree,No,No,No,Cellular,Wed,Oct,Yes
54,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Wed,Oct,No
42,Blue-Collar,Married,Professional Course,No,Yes,No,Cellular,Wed,Oct,Yes
42,Blue-Collar,Married,Professional Course,No,No,No,Cellular,Wed,Oct,Yes
29,Blue-Collar,Single,Basic 9Y,No,No,Yes,Cellular,Wed,Oct,Yes
54,Unemployed,Married,Basic 9Y,No,Yes,No,Cellular,Wed,Oct,Yes
34,Technician,Married,Professional Course,No,Yes,No,Cellular,Wed,Oct,Yes
32,Admin ,Single,University Degree,No,Yes,No,Cellular,Wed,Oct,No
30,Admin ,Married,University Degree,No,Yes,No,Telephone,Wed,Oct,No
37,Unemployed,Married,University Degree,No,Yes,No,Cellular,Thu,Oct,Yes
35,Unemployed,Married,University Degree,No,No,No,Cellular,Thu,Oct,Yes
56,Technician,Married,Basic 4Y,No,No,No,Cellular,Thu,Oct,Yes
33,Services,Married,High School,No,Yes,No,Cellular,Thu,Oct,Yes
71,Management,Married,University Degree,No,Yes,No,Cellular,Thu,Oct,Yes
56,Retired,Married,Professional Course,No,Unknown,Unknown,Cellular,Thu,Oct,Yes
56,Retired,Married,Professional Course,No,No,No,Cellular,Thu,Oct,Yes
25,Services,Single,High School,No,Yes,No,Cellular,Thu,Oct,No
31,Admin ,Single,University Degree,No,No,No,Cellular,Thu,Oct,No
35,Unemployed,Married,University Degree,No,Yes,No,Cellular,Thu,Oct,No
45,Technician,Married,Professional Course,No,No,No,Cellular,Thu,Oct,Yes
30,Admin ,Single,University Degree,No,Yes,No,Telephone,Thu,Oct,Yes
56,Technician,Married,Basic 4Y,No,No,No,Cellular,Thu,Oct,Yes
25,Services,Single,High School,No,Yes,No,Cellular,Thu,Oct,Yes
24,Admin ,Single,University Degree,No,Yes,Yes,Telephone,Thu,Oct,Yes
30,Admin ,Single,University Degree,No,No,Yes,Cellular,Thu,Oct,No
35,Unemployed,Married,University Degree,No,No,No,Cellular,Thu,Oct,Yes
24,Student,Single,Unknown,No,No,No,Cellular,Fri,Oct,No
61,Management,Married,University Degree,No,Yes,No,Cellular,Fri,Oct,Yes
22,Student,Single,High School,No,No,No,Cellular,Fri,Oct,Yes
64,Admin ,Married,High School,No,Yes,No,Cellular,Fri,Oct,Yes
23,Technician,Single,University Degree,No,Yes,No,Cellular,Fri,Oct,Yes
21,Student,Single,High School,No,Yes,No,Cellular,Fri,Oct,Yes
32,Unknown,Single,High School,No,Yes,No,Cellular,Fri,Oct,No
24,Student,Single,Unknown,No,Yes,No,Cellular,Fri,Oct,Yes
32,Admin ,Married,University Degree,No,Yes,No,Cellular,Fri,Oct,No
98,Retired,Married,Basic 4Y,Unknown,Yes,No,Cellular,Fri,Oct,Yes
64,Admin ,Married,High School,No,Yes,No,Cellular,Fri,Oct,Yes
35,Blue-Collar,Single,High School,No,No,No,Cellular,Fri,Oct,No
98,Retired,Married,Basic 4Y,Unknown,Yes,No,Cellular,Fri,Oct,Yes
22,Student,Single,Basic 9Y,No,No,No,Cellular,Fri,Oct,Yes
22,Student,Single,Basic 9Y,No,No,No,Cellular,Fri,Oct,Yes
26,Admin ,Single,University Degree,No,No,No,Cellular,Fri,Oct,No
31,Self-Employed,Single,University Degree,No,Yes,No,Cellular,Fri,Oct,No
31,Self-Employed,Single,University Degree,No,No,No,Cellular,Fri,Oct,No
29,Admin ,Single,High School,No,Yes,No,Cellular,Fri,Oct,Yes
34,Admin ,Married,University Degree,No,No,No,Cellular,Fri,Oct,Yes
37,Blue-Collar,Married,Basic 6Y,No,Unknown,Unknown,Cellular,Fri,Oct,No
37,Blue-Collar,Married,Basic 6Y,No,No,No,Telephone,Fri,Oct,No
26,Admin ,Single,High School,No,No,No,Telephone,Fri,Oct,Yes
61,Management,Married,University Degree,No,No,No,Cellular,Fri,Oct,No
33,Admin ,Single,High School,No,Yes,No,Cellular,Mon,Oct,No
26,Admin ,Married,High School,No,Yes,Yes,Cellular,Mon,Oct,No
29,Admin ,Single,University Degree,No,No,No,Cellular,Mon,Oct,No
29,Technician,Single,Professional Course,No,Yes,No,Cellular,Mon,Oct,No
73,Retired,Divorced,Basic 4Y,No,Yes,No,Cellular,Mon,Oct,No
29,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Oct,No
50,Management,Married,Basic 9Y,No,No,No,Cellular,Mon,Oct,No
29,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Oct,No
33,Admin ,Single,High School,No,No,No,Cellular,Mon,Oct,No
33,Admin ,Single,High School,No,No,No,Cellular,Mon,Oct,Yes
30,Unemployed,Single,High School,No,Yes,No,Cellular,Mon,Oct,No
26,Admin ,Married,High School,No,Yes,No,Cellular,Mon,Oct,Yes
26,Admin ,Married,High School,No,Yes,Yes,Cellular,Mon,Oct,No
42,Management,Married,University Degree,No,Yes,No,Cellular,Mon,Oct,Yes
42,Management,Married,University Degree,No,Yes,Yes,Cellular,Mon,Oct,No
55,Unemployed,Married,Basic 9Y,No,Yes,No,Cellular,Tue,Oct,No
55,Unemployed,Married,Basic 9Y,No,No,No,Cellular,Tue,Oct,Yes
32,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Oct,No
63,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Oct,No
72,Admin ,Married,University Degree,Unknown,No,Yes,Cellular,Tue,Oct,Yes
71,Retired,Married,Basic 4Y,No,Yes,Yes,Cellular,Tue,Oct,No
71,Retired,Married,Basic 4Y,No,No,No,Cellular,Tue,Oct,Yes
32,Technician,Single,University Degree,No,No,No,Cellular,Tue,Oct,Yes
52,Housemaid,Married,High School,No,No,No,Cellular,Tue,Oct,Yes
68,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Tue,Oct,Yes
45,Blue-Collar,Married,University Degree,No,No,No,Telephone,Tue,Oct,No
29,Services,Married,High School,No,No,No,Cellular,Tue,Oct,Yes
33,Services,Single,High School,No,No,No,Cellular,Tue,Oct,Yes
65,Housemaid,Married,Basic 4Y,No,Unknown,Unknown,Cellular,Tue,Oct,Yes
42,Management,Married,University Degree,No,No,No,Telephone,Tue,Oct,Yes
61,Retired,Married,High School,No,No,No,Telephone,Tue,Oct,No
22,Student,Single,Basic 6Y,No,Yes,No,Cellular,Tue,Oct,No
22,Student,Single,Basic 6Y,No,Yes,No,Cellular,Tue,Oct,No
30,Technician,Married,Professional Course,No,Yes,No,Telephone,Tue,Oct,No
32,Admin ,Single,University Degree,No,Yes,No,Telephone,Tue,Oct,No
39,Admin ,Married,Professional Course,No,No,No,Telephone,Tue,Oct,No
63,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Oct,Yes
63,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Oct,No
81,Retired,Married,University Degree,Unknown,Yes,Yes,Cellular,Tue,Oct,No
65,Housemaid,Married,Basic 4Y,No,Yes,No,Cellular,Tue,Oct,No
44,Technician,Married,Unknown,No,No,Yes,Cellular,Tue,Oct,No
31,Management,Married,University Degree,No,Yes,No,Cellular,Tue,Oct,Yes
68,Retired,Divorced,Professional Course,No,Yes,No,Cellular,Tue,Oct,Yes
46,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Tue,Oct,No
33,Services,Single,High School,No,Yes,No,Cellular,Tue,Oct,No
26,Management,Single,University Degree,No,Yes,No,Cellular,Tue,Oct,No
28,Admin ,Single,High School,No,Yes,No,Cellular,Tue,Oct,No
71,Retired,Married,Basic 4Y,No,No,No,Cellular,Tue,Oct,Yes
21,Student,Single,High School,No,No,No,Cellular,Tue,Oct,Yes
32,Technician,Single,University Degree,No,Yes,No,Cellular,Tue,Oct,Yes
75,Retired,Married,Basic 4Y,No,No,No,Cellular,Wed,Oct,No
81,Housemaid,Married,Basic 4Y,No,Yes,No,Cellular,Wed,Oct,No
60,Management,Married,Professional Course,No,Yes,No,Cellular,Wed,Oct,No
61,Blue-Collar,Married,High School,No,No,No,Cellular,Wed,Oct,No
63,Retired,Married,High School,No,Yes,No,Cellular,Wed,Oct,Yes
46,Admin ,Married,High School,No,Yes,No,Cellular,Wed,Oct,No
46,Admin ,Married,High School,No,Yes,Yes,Telephone,Wed,Oct,No
35,Admin ,Married,University Degree,No,Yes,No,Cellular,Wed,Oct,No
40,Admin ,Married,High School,No,Yes,Yes,Cellular,Wed,Oct,No
35,Management,Married,University Degree,No,Yes,No,Cellular,Wed,Oct,No
62,Retired,Married,High School,No,No,No,Cellular,Wed,Oct,No
45,Admin ,Married,High School,No,Yes,No,Cellular,Wed,Oct,No
58,Unemployed,Divorced,Basic 9Y,No,Yes,No,Telephone,Wed,Oct,Yes
61,Blue-Collar,Married,High School,No,No,No,Cellular,Wed,Oct,No
32,Admin ,Single,University Degree,No,No,No,Cellular,Wed,Oct,Yes
34,Unknown,Single,University Degree,No,Yes,No,Telephone,Wed,Oct,No
24,Technician,Single,University Degree,No,No,No,Cellular,Wed,Oct,No
30,Admin ,Married,University Degree,No,Yes,No,Cellular,Wed,Oct,No
40,Management,Married,University Degree,No,Yes,No,Telephone,Wed,Oct,No
73,Retired,Married,Basic 4Y,No,Yes,No,Telephone,Wed,Oct,No
34,Unknown,Single,University Degree,No,No,No,Telephone,Wed,Oct,No
40,Admin ,Married,High School,No,No,No,Cellular,Wed,Oct,Yes
62,Retired,Married,High School,No,No,No,Cellular,Wed,Oct,Yes
54,Retired,Married,Basic 4Y,No,No,Yes,Cellular,Thu,Oct,Yes
24,Student,Single,High School,No,Yes,No,Cellular,Thu,Oct,Yes
23,Technician,Married,Professional Course,No,Yes,Yes,Cellular,Thu,Oct,No
36,Admin ,Married,University Degree,No,No,No,Cellular,Thu,Oct,No
31,Admin ,Married,High School,No,Yes,No,Cellular,Thu,Oct,No
61,Technician,Married,Professional Course,No,No,No,Cellular,Thu,Oct,No
55,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Thu,Oct,Yes
33,Admin ,Single,University Degree,No,No,No,Cellular,Thu,Oct,Yes
80,Retired,Divorced,High School,No,Yes,No,Cellular,Thu,Oct,Yes
75,Retired,Divorced,Basic 4Y,No,No,No,Cellular,Thu,Oct,No
31,Entrepreneur,Unknown,University Degree,No,No,No,Cellular,Thu,Oct,Yes
31,Admin ,Married,High School,No,No,No,Cellular,Thu,Oct,Yes
53,Admin ,Divorced,High School,No,No,No,Cellular,Thu,Oct,Yes
58,Retired,Divorced,High School,No,Yes,No,Cellular,Thu,Oct,No
30,Technician,Married,Professional Course,No,Yes,Yes,Cellular,Thu,Oct,Yes
28,Admin ,Single,University Degree,No,No,No,Cellular,Thu,Oct,No
72,Retired,Married,Basic 6Y,No,Yes,Yes,Cellular,Thu,Oct,Yes
82,Retired,Single,Basic 4Y,No,Yes,No,Cellular,Thu,Oct,Yes
34,Admin ,Married,University Degree,No,No,No,Cellular,Thu,Oct,Yes
69,Retired,Married,Professional Course,No,No,Yes,Cellular,Thu,Oct,No
32,Self-Employed,Married,University Degree,No,Yes,Yes,Cellular,Thu,Oct,No
67,Admin ,Married,Basic 4Y,Unknown,No,No,Cellular,Thu,Oct,Yes
48,Technician,Married,High School,No,No,No,Cellular,Thu,Oct,Yes
60,Retired,Divorced,Basic 4Y,No,Yes,No,Cellular,Thu,Oct,No
61,Technician,Married,Professional Course,No,No,No,Cellular,Thu,Oct,Yes
48,Technician,Married,High School,No,Yes,No,Cellular,Thu,Oct,Yes
48,Technician,Married,High School,No,No,Yes,Cellular,Thu,Oct,Yes
67,Retired,Married,Unknown,No,No,No,Cellular,Thu,Oct,No
36,Technician,Married,University Degree,No,Yes,Yes,Cellular,Thu,Oct,No
69,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Thu,Oct,Yes
34,Technician,Single,University Degree,No,No,No,Cellular,Thu,Oct,Yes
32,Admin ,Single,University Degree,No,Yes,No,Telephone,Thu,Oct,Yes
51,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Thu,Oct,Yes
54,Retired,Married,Basic 4Y,No,No,No,Cellular,Thu,Oct,Yes
55,Retired,Married,Basic 4Y,No,No,No,Cellular,Thu,Oct,No
55,Retired,Married,High School,No,Yes,No,Cellular,Thu,Oct,Yes
61,Technician,Married,Professional Course,No,No,No,Cellular,Thu,Oct,No
82,Retired,Single,Basic 4Y,No,Yes,No,Cellular,Thu,Oct,No
60,Technician,Married,Basic 4Y,No,Yes,No,Cellular,Thu,Oct,No
31,Entrepreneur,Unknown,University Degree,No,Yes,No,Telephone,Thu,Oct,No
78,Retired,Divorced,Basic 6Y,No,No,No,Cellular,Fri,Oct,No
27,Admin ,Single,University Degree,No,Yes,Yes,Telephone,Fri,Oct,No
78,Retired,Divorced,Basic 6Y,No,No,No,Cellular,Fri,Oct,Yes
65,Retired,Married,Basic 4Y,No,No,No,Cellular,Fri,Oct,No
26,Student,Single,High School,No,No,No,Cellular,Fri,Oct,Yes
37,Admin ,Single,University Degree,No,Yes,No,Telephone,Fri,Oct,No
24,Blue-Collar,Married,Basic 9Y,No,Yes,No,Cellular,Fri,Oct,No
72,Retired,Married,Basic 4Y,No,No,No,Cellular,Fri,Oct,No
60,Retired,Married,Basic 4Y,Unknown,Yes,No,Cellular,Fri,Oct,No
39,Technician,Single,University Degree,Unknown,No,Yes,Cellular,Fri,Oct,Yes
39,Technician,Single,University Degree,Unknown,Yes,No,Cellular,Fri,Oct,Yes
34,Technician,Single,University Degree,No,No,No,Cellular,Fri,Oct,Yes
36,Self-Employed,Single,University Degree,No,No,No,Cellular,Fri,Oct,Yes
37,Admin ,Single,University Degree,No,Yes,No,Cellular,Fri,Oct,No
59,Technician,Married,Basic 9Y,No,No,No,Cellular,Fri,Oct,Yes
25,Student,Single,High School,No,No,No,Cellular,Fri,Oct,Yes
69,Retired,Married,Basic 4Y,No,Yes,Yes,Cellular,Fri,Oct,Yes
18,Student,Single,Basic 6Y,No,No,Yes,Cellular,Fri,Oct,Yes
59,Retired,Divorced,Basic 4Y,No,Yes,No,Telephone,Fri,Oct,No
37,Admin ,Single,University Degree,No,No,No,Cellular,Fri,Oct,Yes
78,Retired,Divorced,Basic 6Y,No,No,No,Telephone,Fri,Oct,No
23,Student,Single,High School,No,No,No,Telephone,Mon,Nov,No
41,Admin ,Single,High School,No,No,No,Cellular,Mon,Nov,No
34,Admin ,Single,High School,No,Yes,No,Cellular,Mon,Nov,Yes
37,Admin ,Married,High School,No,Yes,No,Cellular,Mon,Nov,No
37,Admin ,Divorced,High School,No,No,No,Cellular,Mon,Nov,No
36,Self-Employed,Single,University Degree,No,Yes,No,Cellular,Mon,Nov,No
50,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,No
35,Management,Single,University Degree,No,No,Yes,Cellular,Mon,Nov,No
21,Student,Single,Basic 9Y,No,No,No,Cellular,Mon,Nov,No
34,Technician,Married,Professional Course,No,Yes,No,Cellular,Mon,Nov,No
60,Housemaid,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,No
30,Admin ,Single,University Degree,No,No,No,Cellular,Mon,Nov,Yes
37,Admin ,Married,High School,No,No,No,Cellular,Mon,Nov,No
55,Admin ,Married,Basic 9Y,No,No,No,Cellular,Mon,Nov,No
37,Self-Employed,Married,Professional Course,No,Yes,Yes,Cellular,Mon,Nov,Yes
64,Housemaid,Married,Basic 4Y,No,Yes,No,Cellular,Mon,Nov,No
37,Blue-Collar,Single,High School,No,Yes,No,Cellular,Mon,Nov,No
37,Admin ,Married,High School,No,Yes,No,Telephone,Mon,Nov,No
37,Admin ,Married,High School,No,Yes,Yes,Cellular,Mon,Nov,No
50,Admin ,Married,University Degree,No,Yes,No,Cellular,Mon,Nov,No
47,Technician,Divorced,High School,No,Yes,No,Cellular,Mon,Nov,Yes
32,Admin ,Married,University Degree,No,Yes,Yes,Cellular,Mon,Nov,No
32,Admin ,Single,University Degree,No,Unknown,Unknown,Telephone,Mon,Nov,No
37,Admin ,Divorced,High School,No,Yes,Yes,Telephone,Mon,Nov,No
30,Admin ,Single,University Degree,No,Yes,No,Cellular,Mon,Nov,No
24,Student,Single,Professional Course,No,No,No,Cellular,Mon,Nov,No
50,Admin ,Married,High School,No,No,No,Telephone,Mon,Nov,No
45,Blue-Collar,Married,High School,No,Yes,No,Cellular,Mon,Nov,Yes
34,Admin ,Single,High School,No,Yes,No,Cellular,Mon,Nov,No
33,Admin ,Married,University Degree,No,Yes,No,Telephone,Mon,Nov,No
32,Admin ,Single,University Degree,No,No,No,Cellular,Mon,Nov,No
34,Technician,Married,Professional Course,No,Yes,No,Telephone,Mon,Nov,No
52,Management,Married,Basic 6Y,No,No,No,Cellular,Mon,Nov,Yes
37,Admin ,Married,High School,No,No,Yes,Cellular,Mon,Nov,No
71,Retired,Married,Professional Course,No,Yes,No,Cellular,Tue,Nov,Yes
52,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Tue,Nov,No
56,Admin ,Divorced,High School,No,No,No,Cellular,Tue,Nov,No
67,Self-Employed,Married,University Degree,No,Yes,No,Cellular,Tue,Nov,No
40,Admin ,Divorced,University Degree,No,No,No,Cellular,Tue,Nov,No
56,Management,Married,University Degree,No,Unknown,Unknown,Cellular,Tue,Nov,Yes
32,Admin ,Single,High School,No,No,No,Cellular,Tue,Nov,Yes
36,Admin ,Single,University Degree,No,No,Yes,Cellular,Tue,Nov,Yes
79,Retired,Married,Basic 4Y,No,No,Yes,Cellular,Tue,Nov,Yes
56,Housemaid,Divorced,Professional Course,No,Yes,No,Cellular,Tue,Nov,Yes
27,Unemployed,Married,High School,No,No,Yes,Cellular,Tue,Nov,No
30,Unemployed,Single,Basic 9Y,No,Yes,No,Cellular,Tue,Nov,Yes
27,Blue-Collar,Single,Basic 9Y,No,No,No,Cellular,Tue,Nov,Yes
47,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Nov,No
47,Admin ,Divorced,University Degree,No,No,No,Cellular,Tue,Nov,Yes
54,Admin ,Married,University Degree,No,Yes,Yes,Cellular,Tue,Nov,Yes
22,Technician,Single,Professional Course,No,Yes,No,Cellular,Tue,Nov,Yes
28,Self-Employed,Married,Professional Course,No,Yes,No,Cellular,Tue,Nov,Yes
32,Admin ,Married,High School,No,Yes,No,Cellular,Tue,Nov,Yes
30,Admin ,Single,University Degree,No,Yes,No,Cellular,Tue,Nov,No
54,Technician,Married,Basic 9Y,No,No,No,Cellular,Tue,Nov,Yes
71,Retired,Married,Professional Course,No,Yes,Yes,Telephone,Tue,Nov,Yes
37,Entrepreneur,Divorced,High School,No,Yes,Yes,Cellular,Wed,Nov,No
37,Entrepreneur,Divorced,High School,No,No,No,Cellular,Wed,Nov,No
37,Entrepreneur,Divorced,High School,No,No,No,Cellular,Wed,Nov,No
37,Entrepreneur,Divorced,High School,No,No,No,Cellular,Wed,Nov,No
58,Management,Married,Basic 4Y,No,Yes,No,Cellular,Wed,Nov,No
54,Blue-Collar,Married,Basic 9Y,No,No,No,Cellular,Wed,Nov,No
54,Blue-Collar,Married,Basic 9Y,No,Yes,Yes,Cellular,Wed,Nov,No
29,Admin ,Married,High School,No,Yes,No,Cellular,Wed,Nov,No
28,Admin ,Married,High School,No,Yes,No,Cellular,Wed,Nov,No
26,Technician,Single,Professional Course,No,No,Yes,Cellular,Wed,Nov,Yes
29,Management,Married,University Degree,No,Yes,No,Cellular,Wed,Nov,No
26,Admin ,Married,High School,No,No,Yes,Cellular,Wed,Nov,No
56,Retired,Married,University Degree,No,Yes,No,Cellular,Wed,Nov,No
51,Technician,Married,Professional Course,No,No,No,Cellular,Wed,Nov,No
62,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Wed,Nov,No
58,Management,Married,Basic 4Y,No,No,No,Cellular,Wed,Nov,No
29,Technician,Single,Professional Course,No,Unknown,Unknown,Cellular,Wed,Nov,No
32,Blue-Collar,Married,Basic 4Y,No,No,No,Cellular,Thu,Nov,No
32,Admin ,Married,High School,No,Yes,No,Telephone,Thu,Nov,No
73,Retired,Married,University Degree,No,No,Yes,Cellular,Thu,Nov,Yes
32,Blue-Collar,Married,Basic 4Y,No,Yes,No,Telephone,Thu,Nov,No
34,Admin ,Single,University Degree,No,No,No,Cellular,Thu,Nov,No
69,Retired,Married,Basic 6Y,No,Yes,No,Cellular,Thu,Nov,Yes
34,Unemployed,Single,University Degree,No,No,No,Cellular,Fri,Nov,Yes
37,Admin ,Married,High School,No,Yes,No,Telephone,Fri,Nov,No
54,Admin ,Married,High School,No,Yes,No,Cellular,Fri,Nov,Yes
34,Technician,Married,University Degree,No,Yes,No,Cellular,Fri,Nov,No
34,Technician,Married,Basic 9Y,No,Yes,No,Cellular,Fri,Nov,No
54,Admin ,Married,University Degree,No,Yes,No,Cellular,Fri,Nov,Yes
53,Management,Divorced,University Degree,No,No,Yes,Cellular,Fri,Nov,Yes
56,Technician,Divorced,University Degree,No,No,No,Cellular,Fri,Nov,Yes
69,Retired,Married,High School,No,No,No,Cellular,Mon,Nov,Yes
26,Admin ,Single,High School,No,Yes,No,Cellular,Mon,Nov,Yes
26,Admin ,Single,High School,No,Unknown,Unknown,Cellular,Mon,Nov,Yes
27,Student,Single,University Degree,No,No,Yes,Cellular,Mon,Nov,Yes
57,Admin ,Married,High School,No,Yes,No,Cellular,Mon,Nov,Yes
25,Admin ,Single,University Degree,No,No,Yes,Cellular,Mon,Nov,Yes
24,Unemployed,Married,High School,No,Yes,No,Cellular,Mon,Nov,Yes
29,Housemaid,Single,University Degree,No,No,Yes,Telephone,Mon,Nov,Yes
22,Student,Single,Professional Course,No,No,No,Cellular,Mon,Nov,Yes
81,Unknown,Divorced,Unknown,Unknown,Yes,No,Cellular,Mon,Nov,Yes
41,Management,Married,University Degree,No,No,No,Cellular,Mon,Nov,Yes
26,Admin ,Single,High School,No,No,No,Cellular,Mon,Nov,No
81,Unknown,Divorced,Unknown,Unknown,Yes,No,Cellular,Mon,Nov,Yes
30,Blue-Collar,Single,Unknown,No,Yes,No,Telephone,Mon,Nov,No
29,Housemaid,Single,University Degree,No,No,No,Cellular,Mon,Nov,No
76,Retired,Single,Basic 4Y,No,No,No,Cellular,Mon,Nov,Yes
32,Admin ,Married,University Degree,No,No,No,Cellular,Mon,Nov,No
38,Admin ,Married,University Degree,No,No,No,Cellular,Tue,Nov,Yes
27,Blue-Collar,Single,High School,No,No,No,Cellular,Tue,Nov,Yes
71,Housemaid,Married,Basic 4Y,No,Yes,No,Cellular,Tue,Nov,Yes
28,Admin ,Married,High School,No,No,No,Cellular,Tue,Nov,Yes
34,Technician,Married,Professional Course,No,Yes,No,Cellular,Tue,Nov,Yes
61,Management,Married,University Degree,No,Yes,No,Cellular,Tue,Nov,Yes
61,Management,Married,University Degree,No,Yes,No,Cellular,Tue,Nov,Yes
41,Admin ,Married,University Degree,No,No,No,Telephone,Tue,Nov,Yes
57,Technician,Married,Professional Course,No,No,No,Cellular,Tue,Nov,No
71,Retired,Married,Basic 4Y,No,No,No,Cellular,Tue,Nov,No
33,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Nov,Yes
38,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Nov,Yes
41,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Nov,Yes
52,Admin ,Divorced,University Degree,No,Yes,No,Cellular,Tue,Nov,Yes
25,Student,Single,High School,No,No,No,Telephone,Tue,Nov,No
33,Admin ,Married,University Degree,No,Yes,No,Cellular,Tue,Nov,Yes
30,Admin ,Single,University Degree,No,No,No,Cellular,Tue,Nov,Yes
79,Retired,Married,Basic 4Y,No,No,Yes,Cellular,Tue,Nov,Yes
28,Admin ,Married,High School,No,Yes,No,Cellular,Tue,Nov,Yes
54,Technician,Married,Basic 9Y,No,No,No,Cellular,Tue,Nov,Yes
49,Management,Married,University Degree,No,No,Yes,Cellular,Tue,Nov,No
79,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Tue,Nov,Yes
21,Student,Single,High School,No,No,No,Cellular,Tue,Nov,No
52,Admin ,Divorced,University Degree,No,No,No,Cellular,Tue,Nov,Yes
63,Management,Married,Basic 4Y,Unknown,Yes,No,Cellular,Tue,Nov,Yes
52,Admin ,Divorced,University Degree,No,Unknown,Unknown,Cellular,Tue,Nov,No
45,Management,Married,University Degree,No,No,No,Telephone,Tue,Nov,No
45,Admin ,Single,University Degree,No,Unknown,Unknown,Cellular,Tue,Nov,No
30,Admin ,Single,University Degree,No,Yes,Yes,Cellular,Tue,Nov,No
37,Services,Married,High School,No,No,No,Cellular,Wed,Nov,No
72,Retired,Married,Professional Course,No,Yes,No,Telephone,Wed,Nov,No
37,Services,Married,High School,No,No,No,Cellular,Wed,Nov,Yes
45,Admin ,Married,University Degree,No,No,Yes,Cellular,Wed,Nov,No
36,Self-Employed,Divorced,Basic 9Y,No,No,No,Cellular,Wed,Nov,No
45,Admin ,Married,University Degree,No,No,Yes,Cellular,Wed,Nov,No
72,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Wed,Nov,Yes
20,Student,Single,High School,No,Yes,No,Cellular,Wed,Nov,Yes
25,Technician,Single,University Degree,No,No,Yes,Cellular,Wed,Nov,No
28,Management,Married,University Degree,No,No,No,Cellular,Wed,Nov,Yes
72,Retired,Divorced,Basic 6Y,No,Yes,No,Cellular,Wed,Nov,Yes
45,Technician,Married,University Degree,No,Yes,No,Cellular,Wed,Nov,No
35,Admin ,Single,High School,No,No,Yes,Cellular,Wed,Nov,No
20,Student,Single,High School,No,No,No,Cellular,Wed,Nov,Yes
20,Student,Single,High School,No,No,No,Cellular,Wed,Nov,Yes
20,Student,Single,High School,No,No,No,Cellular,Wed,Nov,No
36,Management,Married,University Degree,No,No,Yes,Cellular,Wed,Nov,Yes
72,Retired,Divorced,Basic 6Y,No,Yes,No,Cellular,Wed,Nov,Yes
37,Services,Married,High School,No,No,Yes,Cellular,Wed,Nov,No
45,Admin ,Married,University Degree,No,Unknown,Unknown,Cellular,Wed,Nov,No
29,Admin ,Single,University Degree,No,No,Yes,Cellular,Wed,Nov,Yes
23,Student,Single,University Degree,No,Yes,No,Cellular,Wed,Nov,Yes
33,Admin ,Married,University Degree,No,Yes,No,Telephone,Wed,Nov,Yes
37,Admin ,Single,High School,No,No,Yes,Cellular,Wed,Nov,No
53,Housemaid,Married,Basic 4Y,No,No,Yes,Telephone,Wed,Nov,Yes
38,Admin ,Married,University Degree,No,No,No,Telephone,Thu,Nov,Yes
40,Services,Married,High School,No,Yes,No,Cellular,Thu,Nov,Yes
29,Student,Single,Professional Course,No,No,No,Cellular,Thu,Nov,Yes
23,Technician,Single,Professional Course,No,Yes,No,Cellular,Thu,Nov,No
32,Self-Employed,Married,University Degree,No,No,No,Cellular,Thu,Nov,No
29,Student,Single,Professional Course,No,Yes,Yes,Cellular,Thu,Nov,Yes
67,Retired,Married,Basic 4Y,No,Yes,No,Cellular,Thu,Nov,No
